Chg, spotDist, metRelChg, volChg, target
123, 41, 123, 166, BUY
92, 41, 106, 87, BUY
105, 38, 92, 127, BUY
103, 36, 115, 98, BUY
64, 34, 90, 23, BUY
91, 27, 86, 137, BUY
175, 24, 131, 60, BUY
128, 31, 132, 130, BUY
149, 32, 63, 24, BUY
193, 36, 146, 172, BUY
159, 45, 90, 79, BUY
144, 51, 55, 95, BUY
117, 54, 121, 216, BUY
79, 53, 106, 78, BUY
59, 49, 98, 63, BUY
75, 41, 72, 70, BUY
121, 36, 117, 118, BUY
133, 36, 111, 129, BUY
89, 38, 111, 53, BUY
80, 34, 111, 96, BUY
114, 29, 111, 160, BUY
90, 29, 111, 32, BUY
69, 25, 111, 51, BUY
115, 18, 134, 149, BUY
208, 18, 171, 29, BUY
145, 29, 127, 251, BUY
119, 33, 95, 92, BUY
120, 33, 135, 112, BUY
112, 33, 118, 75, BUY
77, 32, 76, 57, BUY
83, 27, 110, 131, BUY
143, 22, 120, 131, BUY
193, 36, 146, 172, BUY
159, 45, 90, 79, BUY
144, 51, 55, 95, BUY
117, 54, 121, 216, BUY
79, 53, 106, 78, BUY
59, 49, 98, 63, BUY
75, 41, 72, 70, BUY
121, 36, 117, 118, BUY
133, 36, 111, 129, BUY
89, 38, 111, 53, BUY
80, 34, 111, 96, BUY
114, 29, 111, 160, BUY
90, 29, 111, 32, BUY
69, 25, 111, 51, BUY
115, 18, 134, 149, BUY
208, 18, 171, 29, BUY
145, 29, 127, 251, BUY
119, 33, 95, 92, BUY
120, 33, 135, 112, BUY
112, 33, 118, 75, BUY
77, 32, 76, 57, BUY
83, 27, 110, 131, BUY
143, 22, 120, 76, BUY
122, 25, 120, 80, BUY
127, 26, 98, 54, BUY
153, 27, 139, 121, BUY
208, 31, 157, 0, BUY
194, 43, 150, 112, BUY
132, 52, 130, 146, BUY
103, 54, 115, 123, BUY
75, 52, 109, 87, BUY
105, 46, 80, 113, BUY
17, 45, 60, 22, BUY
16, 32, 47, 103, BUY
75, 18, 33, 82, BUY
119, 12, 81, 148, BUY
223, 12, 214, 39, BUY
185, 26, 190, 158, BUY
123, 34, 145, 163, BUY
122, 35, 143, 63, BUY
124, 35, 124, 88, BUY
95, 36, 92, 68, BUY
143, 33, 130, 68, BUY
77, 32, 76, 57, BUY
83, 27, 110, 131, BUY
143, 22, 120, 76, BUY
122, 25, 120, 80, BUY
127, 26, 98, 54, BUY
153, 27, 139, 121, BUY
208, 31, 157, 0, BUY
194, 43, 150, 112, BUY
132, 52, 130, 146, BUY
103, 54, 115, 123, BUY
75, 52, 109, 87, BUY
105, 46, 80, 113, BUY
17, 45, 60, 22, BUY
16, 32, 47, 103, BUY
75, 18, 33, 82, BUY
119, 12, 81, 148, BUY
223, 12, 214, 39, BUY
185, 26, 190, 158, BUY
123, 34, 145, 163, BUY
122, 35, 143, 63, BUY
124, 35, 124, 88, BUY
95, 36, 92, 68, BUY
143, 33, 130, 225, BUY
97, 36, 117, 39, BUY
104, 33, 75, 116, BUY
117, 32, 89, 93, BUY
121, 31, 122, 111, BUY
67, 32, 53, 30, BUY
109, 25, 113, 129, BUY
110, 24, 158, 117, BUY
123, 23, 152, 92, BUY
221, 23, 225, 8, BUY
82, 36, 93, 210, BUY
122, 32, 110, 243, BUY
152, 32, 149, 40, BUY
159, 36, 125, 120, BUY
83, 41, 84, 46, BUY
94, 37, 91, 255, BUY
146, 34, 130, 52, BUY
101, 38, 106, 60, BUY
118, 35, 147, 147, BUY
105, 35, 136, 147, BUY
90, 105, 90, 134, BUY
158, 102, 141, 28, BUY
201, 107, 170, 113, BUY
107, 115, 111, 87, BUY
63, 114, 111, 139, BUY
67, 108, 90, 53, BUY
124, 103, 132, 199, BUY
139, 103, 119, 113, BUY
112, 105, 119, 56, BUY
110, 105, 118, 66, BUY
97, 104, 131, 58, BUY
73, 101, 83, 29, BUY
120, 97, 106, 207, BUY
27, 97, 62, 15, BUY
193, 87, 165, 192, BUY
110, 95, 112, 187, BUY
81, 94, 45, 51, BUY
90, 90, 82, 79, BUY
59, 87, 85, 67, BUY
8, 80, 64, 36, BUY
67, 67, 138, 125, BUY
94, 60, 120, 162, BUY
71, 58, 53, 56, BUY
0, 52, 29, 51, BUY
105, 36, 120, 132, BUY
250, 35, 255, 47, BUY
255, 51, 218, 90, BUY
144, 67, 139, 198, BUY
128, 70, 135, 110, BUY
87, 71, 118, 85, BUY
67, 68, 120, 77, BUY
34, 61, 74, 73, BUY
174, 51, 158, 62, BUY
51, 58, 37, 86, BUY
222, 49, 140, 73, BUY
171, 62, 86, 183, BUY
69, 68, 112, 82, BUY
146, 62, 152, 152, BUY
87, 65, 91, 46, BUY
106, 62, 150, 105, BUY
136, 60, 115, 122, BUY
114, 62, 83, 122, BUY
8, 80, 64, 36, BUY
67, 67, 138, 125, BUY
94, 60, 120, 162, BUY
71, 58, 53, 56, BUY
0, 52, 29, 51, BUY
105, 36, 120, 132, BUY
250, 35, 255, 47, BUY
255, 51, 218, 90, BUY
144, 67, 139, 198, BUY
128, 70, 135, 110, BUY
87, 71, 118, 85, BUY
67, 68, 120, 77, BUY
34, 61, 74, 73, BUY
174, 51, 158, 62, BUY
51, 58, 37, 86, BUY
222, 49, 140, 73, BUY
171, 62, 86, 183, BUY
69, 68, 112, 82, BUY
146, 62, 152, 152, BUY
87, 65, 91, 46, BUY
106, 62, 150, 105, BUY
136, 60, 115, 122, BUY
114, 62, 83, 103, BUY
100, 62, 73, 108, BUY
131, 59, 126, 50, BUY
132, 61, 103, 90, BUY
108, 63, 116, 107, BUY
108, 61, 123, 29, BUY
110, 60, 109, 154, BUY
39, 59, 59, 102, BUY
79, 49, 90, 110, BUY
144, 44, 87, 110, BUY
51, 48, 0, 13, BUY
135, 39, 118, 240, BUY
149, 41, 146, 45, BUY
123, 45, 123, 166, BUY
92, 45, 106, 87, BUY
