Chg, spotDist, metRelChg, volChg, target
32, 22, 70, 53, HOLD
141, 21, 159, 16, HOLD
114, 22, 214, 51, HOLD
99, 23, 183, 37, HOLD
107, 23, 150, 27, HOLD
61, 24, 145, 32, HOLD
51, 23, 168, 25, HOLD
27, 22, 144, 28, HOLD
78, 20, 181, 56, HOLD
98, 19, 95, 14, HOLD
113, 20, 121, 50, HOLD
101, 20, 138, 38, HOLD
70, 21, 149, 76, HOLD
69, 20, 227, 3, HOLD
103, 19, 124, 3, HOLD
74, 29, 208, 15, HOLD
94, 29, 185, 19, HOLD
114, 29, 155, 56, HOLD
63, 30, 147, 49, HOLD
72, 29, 160, 13, HOLD
36, 28, 165, 27, HOLD
101, 27, 218, 26, HOLD
105, 27, 161, 47, HOLD
80, 28, 253, 32, HOLD
110, 27, 115, 28, HOLD
67, 28, 142, 53, HOLD
108, 27, 139, 29, HOLD
92, 28, 166, 42, HOLD
63, 28, 200, 29, HOLD
48, 27, 255, 14, HOLD
24, 26, 226, 17, HOLD
31, 24, 143, 29, HOLD
60, 22, 110, 54, HOLD
21, 21, 171, 16, HOLD
48, 19, 142, 31, HOLD
47, 18, 69, 93, HOLD
54, 16, 0, 19, HOLD
46, 15, 88, 31, HOLD
