Chg, spotDist, metRelChg, volChg, target
128, 23, 138, 15, HOLD
150, 24, 156, 19, HOLD
101, 26, 113, 26, HOLD
140, 25, 135, 15, HOLD
166, 27, 172, 22, HOLD
114, 30, 116, 40, HOLD
148, 30, 164, 63, HOLD
159, 32, 187, 255, HOLD
43, 35, 46, 48, HOLD
71, 30, 72, 50, HOLD
108, 27, 93, 48, HOLD
107, 26, 117, 7, HOLD
122, 25, 117, 40, HOLD
84, 25, 63, 73, HOLD
151, 23, 140, 28, HOLD
124, 25, 135, 0, HOLD
129, 26, 138, 25, HOLD
111, 27, 93, 19, HOLD
99, 26, 99, 19, HOLD
63, 25, 60, 14, HOLD
70, 21, 73, 22, HOLD
98, 17, 103, 29, HOLD
99, 15, 60, 11, HOLD
141, 14, 124, 27, HOLD
147, 16, 147, 35, HOLD
101, 18, 100, 40, HOLD
73, 17, 88, 9, HOLD
122, 13, 102, 9, HOLD
96, 59, 112, 14, HOLD
105, 58, 106, 18, HOLD
143, 57, 141, 37, HOLD
89, 59, 84, 20, HOLD
119, 57, 130, 16, HOLD
79, 57, 90, 18, HOLD
96, 55, 101, 17, HOLD
125, 54, 120, 35, HOLD
82, 54, 107, 15, HOLD
116, 52, 86, 25, HOLD
98, 52, 93, 28, HOLD
118, 51, 100, 22, HOLD
126, 51, 131, 21, HOLD
80, 52, 93, 15, HOLD
33, 49, 52, 12, HOLD
0, 44, 4, 15, HOLD
78, 36, 84, 24, HOLD
132, 33, 134, 35, HOLD
45, 34, 51, 13, HOLD
83, 29, 80, 16, HOLD
124, 26, 113, 39, HOLD
153, 26, 125, 19, HOLD
99, 29, 85, 24, HOLD
70, 28, 53, 38, HOLD
81, 24, 93, 11, HOLD
39, 21, 49, 16, HOLD
17, 15, 12, 19, HOLD
81, 6, 45, 18, HOLD
113, 3, 113, 25, HOLD
232, 3, 215, 15, HOLD
255, 12, 255, 31, HOLD
11, 23, 0, 21, HOLD
91, 14, 80, 188, HOLD
119, 12, 129, 21, HOLD
51, 12, 54, 18, HOLD
154, 6, 157, 21, HOLD
129, 9, 115, 28, HOLD
135, 10, 130, 15, HOLD
118, 12, 116, 22, HOLD
139, 12, 128, 22, HOLD
92, 14, 88, 12, HOLD
92, 12, 95, 12, HOLD
83, 29, 80, 16, HOLD
124, 26, 113, 39, HOLD
153, 26, 125, 19, HOLD
99, 29, 85, 24, HOLD
70, 28, 53, 38, HOLD
81, 24, 93, 11, HOLD
39, 21, 49, 16, HOLD
17, 15, 12, 19, HOLD
81, 6, 45, 18, HOLD
113, 3, 113, 25, HOLD
232, 3, 215, 15, HOLD
255, 12, 255, 31, HOLD
11, 23, 0, 21, HOLD
91, 14, 80, 188, HOLD
119, 12, 129, 21, HOLD
51, 12, 54, 18, HOLD
154, 6, 157, 21, HOLD
129, 9, 115, 28, HOLD
135, 10, 130, 15, HOLD
118, 12, 116, 22, HOLD
139, 12, 128, 22, HOLD
92, 14, 88, 12, HOLD
92, 12, 95, 12, HOLD
113, 10, 114, 23, HOLD
74, 9, 82, 24, HOLD
98, 5, 105, 17, HOLD
156, 4, 132, 19, HOLD
158, 7, 154, 22, HOLD
144, 11, 144, 23, HOLD
128, 13, 129, 18, HOLD
101, 14, 94, 50, HOLD
94, 12, 99, 15, HOLD
138, 10, 143, 30, HOLD
104, 12, 110, 25, HOLD
96, 11, 116, 18, HOLD
127, 9, 134, 20, HOLD
148, 10, 124, 14, HOLD
97, 12, 91, 38, HOLD
237, 11, 231, 6, HOLD
177, 20, 163, 35, HOLD
185, 25, 164, 15, HOLD
197, 30, 170, 20, HOLD
91, 35, 84, 20, HOLD
74, 9, 82, 24, HOLD
98, 5, 105, 17, HOLD
156, 4, 132, 19, HOLD
158, 7, 154, 22, HOLD
144, 11, 144, 23, HOLD
128, 13, 129, 18, HOLD
101, 14, 94, 50, HOLD
94, 12, 99, 15, HOLD
138, 10, 143, 30, HOLD
104, 12, 110, 25, HOLD
96, 11, 116, 18, HOLD
127, 9, 134, 20, HOLD
148, 10, 124, 14, HOLD
97, 12, 91, 38, HOLD
237, 11, 231, 6, HOLD
177, 20, 163, 35, HOLD
185, 25, 164, 15, HOLD
197, 30, 170, 20, HOLD
91, 35, 84, 37, HOLD
97, 33, 115, 25, HOLD
60, 32, 72, 21, HOLD
129, 28, 141, 19, HOLD
121, 29, 121, 28, HOLD
107, 29, 114, 23, HOLD
98, 28, 114, 28, HOLD
149, 27, 114, 15, HOLD
132, 29, 114, 26, HOLD
84, 30, 114, 27, HOLD
76, 28, 114, 13, HOLD
72, 24, 67, 23, HOLD
162, 21, 146, 16, HOLD
141, 24, 138, 32, HOLD
137, 26, 133, 19, HOLD
90, 28, 90, 30, HOLD
100, 26, 99, 17, HOLD
113, 24, 118, 24, HOLD
92, 24, 107, 16, HOLD
135, 22, 125, 22, HOLD
124, 23, 128, 30, HOLD
137, 24, 127, 16, HOLD
113, 26, 98, 28, HOLD
164, 25, 139, 28, HOLD
60, 32, 72, 21, HOLD
129, 28, 141, 19, HOLD
121, 29, 121, 28, HOLD
107, 29, 114, 23, HOLD
98, 28, 114, 28, HOLD
149, 27, 114, 15, HOLD
132, 29, 114, 26, HOLD
84, 30, 114, 27, HOLD
76, 28, 114, 13, HOLD
72, 24, 67, 23, HOLD
162, 21, 146, 16, HOLD
141, 24, 138, 32, HOLD
137, 26, 133, 19, HOLD
90, 28, 90, 30, HOLD
100, 26, 99, 17, HOLD
113, 24, 118, 24, HOLD
92, 24, 107, 16, HOLD
135, 22, 125, 22, HOLD
124, 23, 128, 30, HOLD
137, 24, 127, 16, HOLD
113, 26, 98, 28, HOLD
164, 25, 139, 9, HOLD
172, 29, 157, 27, HOLD
85, 33, 69, 28, HOLD
96, 30, 99, 23, HOLD
91, 29, 111, 27, HOLD
138, 27, 135, 13, HOLD
61, 28, 81, 20, HOLD
67, 24, 82, 20, HOLD
161, 20, 160, 14, HOLD
160, 23, 155, 41, HOLD
125, 27, 109, 24, HOLD
108, 27, 101, 26, HOLD
98, 26, 106, 22, HOLD
107, 25, 118, 16, HOLD
120, 24, 123, 30, HOLD
128, 24, 138, 15, HOLD
150, 25, 156, 19, HOLD
101, 28, 113, 26, HOLD
140, 26, 135, 15, HOLD
166, 28, 172, 22, HOLD
114, 32, 116, 40, HOLD
148, 31, 164, 40, HOLD
85, 33, 69, 28, HOLD
96, 30, 99, 23, HOLD
91, 29, 111, 27, HOLD
